;dataset;preprocessing;vectorization;sampling;clustering;random_seed;V050v__iteration;V050v__sampling_time;V050v__clustering_time;V050v__total_time;V050v__constraints_must_link;V050v__constraints_cannot_link;V050v__constraints_total;V050v__constraints_ratio_must_link;V060v__iteration;V060v__sampling_time;V060v__clustering_time;V060v__total_time;V060v__constraints_must_link;V060v__constraints_cannot_link;V060v__constraints_total;V060v__constraints_ratio_must_link;V070v__iteration;V070v__sampling_time;V070v__clustering_time;V070v__total_time;V070v__constraints_must_link;V070v__constraints_cannot_link;V070v__constraints_total;V070v__constraints_ratio_must_link;V080v__iteration;V080v__sampling_time;V080v__clustering_time;V080v__total_time;V080v__constraints_must_link;V080v__constraints_cannot_link;V080v__constraints_total;V080v__constraints_ratio_must_link;V090v__iteration;V090v__sampling_time;V090v__clustering_time;V090v__total_time;V090v__constraints_must_link;V090v__constraints_cannot_link;V090v__constraints_total;V090v__constraints_ratio_must_link;V095v__iteration;V095v__sampling_time;V095v__clustering_time;V095v__total_time;V095v__constraints_must_link;V095v__constraints_cannot_link;V095v__constraints_total;V095v__constraints_ratio_must_link;V099v__iteration;V099v__sampling_time;V099v__clustering_time;V099v__total_time;V099v__constraints_must_link;V099v__constraints_cannot_link;V099v__constraints_total;V099v__constraints_ratio_must_link;V100v__iteration;V100v__sampling_time;V100v__clustering_time;V100v__total_time;V100v__constraints_must_link;V100v__constraints_cannot_link;V100v__constraints_total;V100v__constraints_ratio_must_link;VMAX__iteration;VMAX__sampling_time;VMAX__clustering_time;VMAX__total_time;VMAX__constraints_must_link;VMAX__constraints_cannot_link;VMAX__constraints_total;VMAX__constraints_ratio_must_link
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/farthest-50/kmeans_COP-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;farthest-50;kmeans_COP-10c;1;48;25.548521041870117;1594.8414454460144;1620.3899664878845;375;2025;2400;0.15625;57;29.953012943267822;2044.1820244789124;2074.13503742218;550;2300;2850;0.19298245614035087;75;38.67594289779663;2815.124349594116;2853.800292491913;810;2940;3750;0.216;95;50.354130029678345;3456.5583188533783;3506.9124488830566;1084;3666;4750;0.22821052631578947;103;54.12934589385986;3634.5251212120056;3688.6544671058655;1210;3940;5150;0.23495145631067962;108;56.443856954574585;3714.334315061569;3770.778172016144;1260;4140;5400;0.23333333333333334;116;61.86824607849121;3819.685564994812;3881.553811073303;1446;4326;5772;0.2505197505197505;116;61.86824607849121;3819.685564994812;3881.553811073303;1446;4326;5772;0.2505197505197505;116;61.86824607849121;3819.685564994812;3881.553811073303;1446;4326;5772;0.2505197505197505
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/farthest-50/spectral_SPEC-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;farthest-50;spectral_SPEC-10c;1;71;290.4566674232483;2735.511265039444;3025.9679324626923;391;3159;3550;0.11014084507042253;77;309.8807075023651;2954.70055103302;3264.581258535385;464;3386;3850;0.12051948051948053;84;336.59243416786194;3201.417072057724;3538.009506225586;573;3627;4200;0.13642857142857143;92;354.3691029548645;3506.885288476944;3861.2543914318085;728;3872;4600;0.1582608695652174;99;370.14955401420593;3753.9195857048035;4124.069139719009;842;4108;4950;0.1701010101010101;104;390.65670132637024;3926.589428424835;4317.246129751205;966;4234;5200;0.18576923076923077;107;396.5592396259308;4035.165449142456;4431.724688768387;1050;4300;5350;0.19626168224299065;107;396.5592396259308;4035.165449142456;4431.724688768387;1050;4300;5350;0.19626168224299065;108;398.6517117023468;4070.866154193878;4469.517865896225;1100;4300;5400;0.2037037037037037
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/hier_avg-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;hier_avg-10c;1;39;7.650188446044922;3093.393048286438;3101.043236732483;309;1641;1950;0.15846153846153846;42;8.853471279144287;3135.9539144039154;3144.8073856830597;358;1742;2100;0.17047619047619048;47;9.641188621520996;3177.0530364513397;3186.6942250728607;430;1920;2350;0.1829787234042553;53;10.591514348983765;3197.938425540924;3208.529939889908;529;2121;2650;0.19962264150943396;57;11.228679418563843;3202.9687225818634;3214.1974020004272;628;2222;2850;0.22035087719298246;60;11.712492227554321;3204.972448348999;3216.6849405765533;728;2272;3000;0.24266666666666667;64;12.364001274108887;3207.121059179306;3219.485060453415;843;2322;3165;0.2663507109004739;66;12.69266128540039;3208.830277442932;3221.5229387283325;931;2334;3265;0.28514548238897397;67;12.856690406799316;3209.3185353279114;3222.1752257347107;981;2334;3315;0.29592760180995475
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/hier_comp-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;hier_comp-10c;1;47;8.702757835388184;651.6939704418182;660.3967282772064;345;2005;2350;0.14680851063829786;50;9.523760795593262;657.6741695404053;667.1979303359985;383;2117;2500;0.1532;56;10.463066101074219;665.5961084365845;676.0591745376587;458;2342;2800;0.16357142857142856;63;11.567975997924805;671.1164464950562;682.684422492981;578;2572;3150;0.18349206349206348;70;12.712426662445068;675.2521793842316;687.9646060466766;733;2767;3500;0.20942857142857144;71;12.8726806640625;675.7747194766998;688.6474001407623;778;2772;3550;0.2191549295774648;77;13.849278211593628;678.9097554683685;692.7590336799622;979;2828;3807;0.2571578670869451;81;14.53096604347229;681.0546715259552;695.5856375694275;1066;2893;3959;0.2692599141197272;82;14.694346904754639;681.5429017543793;696.2372486591339;1115;2893;4008;0.2781936127744511
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/hier_sing-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;hier_sing-10c;1;34;6.792458772659302;629.0165460109711;635.8090047836304;312;1388;1700;0.18352941176470589;36;7.110512733459473;634.3806779384613;641.4911906719208;346;1454;1800;0.1922222222222222;40;7.746469736099243;641.2036507129669;648.9501204490662;411;1589;2000;0.2055;44;9.012537240982056;646.6566438674927;655.6691811084747;483;1717;2200;0.21954545454545454;47;9.493055820465088;648.592405796051;658.0854616165161;553;1797;2350;0.2353191489361702;50;9.984452247619629;650.2470185756683;660.231470823288;631;1869;2500;0.2524;54;10.626168251037598;652.2713508605957;662.8975191116333;776;1924;2700;0.2874074074074074;55;10.786525249481201;652.7665128707886;663.5530381202698;824;1926;2750;0.29963636363636365;56;10.947567224502563;653.2513008117676;664.1988680362701;874;1926;2800;0.31214285714285717
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/hier_ward-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;hier_ward-10c;1;47;9.751444816589355;709.4702870845795;719.2217319011688;338;2012;2350;0.14382978723404255;52;10.544179439544678;718.9259688854218;729.4701483249664;392;2208;2600;0.15076923076923077;57;11.313398838043213;724.9455337524414;736.2589325904846;472;2378;2850;0.1656140350877193;65;13.328803300857544;733.6550619602203;746.9838652610779;593;2657;3250;0.18246153846153845;72;14.633932113647461;737.8872408866882;752.5211730003357;782;2818;3600;0.21722222222222223;74;14.95853304862976;738.9452967643738;753.9038298130035;873;2827;3700;0.23594594594594595;79;15.78374457359314;741.7559883594513;757.5397329330444;1100;2850;3950;0.27848101265822783;79;15.78374457359314;741.7559883594513;757.5397329330444;1100;2850;3950;0.27848101265822783;80;15.950790643692017;742.2528493404388;758.2036399841309;1150;2850;4000;0.2875
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/kmeans_COP-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;kmeans_COP-10c;1;42;8.234922409057617;1116.9652633666992;1125.2001857757568;314;1786;2100;0.14952380952380953;46;8.877076387405396;1257.5697362422943;1266.4468126296997;371;1929;2300;0.16130434782608696;49;9.365350246429443;1346.796894311905;1356.1622445583344;412;2038;2450;0.16816326530612244;53;10.019336223602295;1447.7693071365356;1457.788643360138;483;2167;2650;0.18226415094339624;54;10.826199293136597;1468.587378025055;1479.4135773181915;508;2192;2700;0.18814814814814815;56;11.152581214904785;1499.0882050991058;1510.2407863140106;573;2227;2800;0.20464285714285715;57;11.314415216445923;1514.2163281440735;1525.5307433605194;615;2235;2850;0.21578947368421053;61;12.421911001205444;1563.1739792823792;1575.5958902835846;705;2296;3001;0.23492169276907698;61;12.421911001205444;1563.1739792823792;1575.5958902835846;705;2296;3001;0.23492169276907698
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/in_same-50/spectral_SPEC-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;in_same-50;spectral_SPEC-10c;1;49;71.76497030258179;1971.8713805675507;2043.6363508701324;331;2119;2450;0.13510204081632654;55;77.74113345146179;2206.270646095276;2284.0117795467377;364;2386;2750;0.13236363636363635;58;82.83567667007446;2321.598585128784;2404.4342617988586;389;2511;2900;0.13413793103448277;62;89.43985247612;2476.8043768405914;2566.2442293167114;428;2672;3100;0.13806451612903226;65;92.91529273986816;2601.0944077968597;2694.009700536728;486;2764;3250;0.14953846153846154;65;92.91529273986816;2601.0944077968597;2694.009700536728;486;2764;3250;0.14953846153846154;68;94.98068404197693;2720.9089829921722;2815.889667034149;590;2810;3400;0.17352941176470588;68;94.98068404197693;2720.9089829921722;2815.889667034149;590;2810;3400;0.17352941176470588;69;95.56354713439941;2753.4745349884033;2849.0380821228027;640;2810;3450;0.1855072463768116
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/hier_avg-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;hier_avg-10c;1;45;19.19536018371582;3932.9204516410828;3952.1158118247986;235;2015;2250;0.10444444444444445;53;22.147370100021362;4131.831127882004;4153.978497982025;284;2366;2650;0.10716981132075472;59;24.363654851913452;4224.320908069611;4248.684562921524;329;2621;2950;0.11152542372881356;65;26.637698888778687;4265.632551193237;4292.270250082016;406;2844;3250;0.12492307692307693;68;28.071719884872437;4272.268846035004;4300.340565919876;459;2941;3400;0.135;69;28.43695378303528;4273.039196014404;4301.47614979744;480;2970;3450;0.1391304347826087;70;28.80303382873535;4273.926962137222;4302.729995965958;514;2986;3500;0.14685714285714285;71;29.165425777435303;4274.411989212036;4303.577414989471;563;2987;3550;0.15859154929577465;71;29.165425777435303;4274.411989212036;4303.577414989471;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/hier_comp-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;hier_comp-10c;1;52;21.677747011184692;893.9776849746704;915.6554319858551;279;2321;2600;0.10730769230769231;60;24.64365005493164;915.8512997627258;940.4949498176575;343;2657;3000;0.11433333333333333;62;25.377421140670776;918.8574857711792;944.23490691185;365;2735;3100;0.11774193548387096;67;27.207807779312134;923.1532831192017;950.3610908985138;439;2911;3350;0.131044776119403;69;27.925290822982788;924.2232840061188;952.1485748291016;480;2970;3450;0.1391304347826087;70;28.282578706741333;924.7163071632385;952.9988858699799;514;2986;3500;0.14685714285714285;70;28.282578706741333;924.7163071632385;952.9988858699799;514;2986;3500;0.14685714285714285;71;28.640040636062622;925.2058761119843;953.8459167480469;563;2987;3550;0.15859154929577465;71;28.640040636062622;925.2058761119843;953.8459167480469;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/hier_sing-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;hier_sing-10c;1;38;17.317389965057373;843.4925949573517;860.8099849224091;195;1705;1900;0.10263157894736842;45;19.88358974456787;896.9010570049286;916.7846467494965;235;2015;2250;0.10444444444444445;54;24.00337266921997;942.0982534885406;966.1016261577606;294;2406;2700;0.10888888888888888;57;25.11013960838318;951.5346982479095;976.6448378562927;311;2539;2850;0.10912280701754386;64;27.65575861930847;966.2940473556519;993.9498059749603;393;2807;3200;0.1228125;66;28.374889850616455;968.4536552429199;996.8285450935364;420;2880;3300;0.12727272727272726;69;29.470860958099365;970.7944331169128;1000.2652940750122;480;2970;3450;0.1391304347826087;70;29.82475709915161;971.3067181110382;1001.1314752101898;514;2986;3500;0.14685714285714285;71;30.17890429496765;972.1364688873291;1002.3153731822968;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/hier_ward-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;hier_ward-10c;1;50;21.16073751449585;894.5409367084503;915.7016742229462;270;2230;2500;0.108;60;25.013238668441772;923.558849811554;948.5720884799957;343;2657;3000;0.11433333333333333;63;26.197837829589844;930.5455117225647;956.7433495521545;377;2773;3150;0.11968253968253968;66;27.2927668094635;933.2681174278259;960.5608842372894;420;2880;3300;0.12727272727272726;69;28.366922855377197;935.0768213272095;963.4437441825867;480;2970;3450;0.1391304347826087;70;28.72200870513916;935.5729923248291;964.2950010299683;514;2986;3500;0.14685714285714285;70;28.72200870513916;935.5729923248291;964.2950010299683;514;2986;3500;0.14685714285714285;71;29.069783687591553;936.0576531887054;965.127436876297;563;2987;3550;0.15859154929577465;71;29.069783687591553;936.0576531887054;965.127436876297;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/kmeans_COP-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;kmeans_COP-10c;1;51;23.257474422454834;836.2464616298676;859.5039360523224;275;2275;2550;0.10784313725490197;60;26.638486623764038;1203.412648677826;1230.05113530159;343;2657;3000;0.11433333333333333;62;27.38863444328308;1270.9133405685425;1298.3019750118256;365;2735;3100;0.11774193548387096;65;28.5927312374115;1365.1368496418;1393.7295808792114;406;2844;3250;0.12492307692307693;67;29.331424236297607;1409.7447836399078;1439.0762078762054;439;2911;3350;0.131044776119403;69;30.06656312942505;1450.200514793396;1480.267077922821;480;2970;3450;0.1391304347826087;70;30.436650276184082;1462.8147246837616;1493.2513749599457;514;2986;3500;0.14685714285714285;70;30.436650276184082;1462.8147246837616;1493.2513749599457;514;2986;3500;0.14685714285714285;71;30.79935622215271;1474.6250026226044;1505.424358844757;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/fr_core_news_md/random-50/spectral_SPEC-10c/0001/;bank_cards_v1;filter_prep;fr_core_news_md;random-50;spectral_SPEC-10c;1;56;146.96809697151184;2344.054932832718;2491.0230298042297;304;2496;2800;0.10857142857142857;60;164.78350973129272;2498.6540682315826;2663.4375779628754;343;2657;3000;0.11433333333333333;63;176.42488479614258;2610.762995004654;2787.1878798007965;377;2773;3150;0.11968253968253968;65;179.51849484443665;2689.885274887085;2869.4037697315216;406;2844;3250;0.12492307692307693;66;181.79919290542603;2731.0676670074463;2912.8668599128723;420;2880;3300;0.12727272727272726;67;185.28850483894348;2773.9745531082153;2959.263057947159;439;2911;3350;0.131044776119403;70;196.07853388786316;2887.5603761672974;3083.6389100551605;514;2986;3500;0.14685714285714285;70;196.07853388786316;2887.5603761672974;3083.6389100551605;514;2986;3500;0.14685714285714285;71;197.50214290618896;2924.1629550457;3121.665097951889;563;2987;3550;0.15859154929577465
../experiments/bank_cards_v1/filter_prep/tfidf/closest-50/hier_avg-10c/0001/;bank_cards_v1;filter_prep;tfidf;closest-50;hier_avg-10c;1;21;7.415274143218994;2004.1555495262146;2011.5708236694336;323;727;1050;0.3076190476190476;23;8.193708181381226;2048.9911925792694;2057.1849007606506;353;797;1150;0.30695652173913046;26;9.400049924850464;2093.2638053894043;2102.6638553142548;396;904;1300;0.3046153846153846;29;10.61417269706726;2116.4239304065704;2127.0381031036377;478;972;1450;0.3296551724137931;31;11.536580801010132;2125.751001358032;2137.2875821590424;496;1054;1550;0.32;35;14.203212022781372;2140.2518503665924;2154.455062389374;507;1243;1750;0.2897142857142857;53;22.32548213005066;2192.7819921970367;2215.1074743270874;536;2114;2650;0.20226415094339623;57;23.906296968460083;2199.784550189972;2223.690847158432;538;2312;2850;0.1887719298245614;91;37.65784025192261;2238.6285967826843;2276.286437034607;688;3818;4506;0.15268530847758544
